date,strategy,ticker,weight,realized_future_return,predicted_return_score,hmm_regime
2021-01-04,Static_MinVar_Top10,MET,0.04277154880885547,0.0618489886371076,0.53425324,1
2021-01-04,Static_MinVar_Top10,MTD,0.25000000000000006,0.0488598817625562,0.5404803,1
2021-01-04,Static_MinVar_Top10,NOW,0.05428235349489711,0.1075869488590302,0.5568662,1
2021-01-04,Static_MinVar_Top10,NVDA,0.0,0.0338010190111337,0.5829636,1
2021-01-04,Static_MinVar_Top10,URI,1.3142993921754135e-18,0.0915304961083114,0.55449015,1
2021-01-04,Static_ScoreMV_Top10,AMD,8.207574728757351e-17,-0.0372697976995431,0.5535564,1
2021-01-04,Static_ScoreMV_Top10,BKNG,0.25,-0.045539014719336,0.5705345,1
2021-01-04,Static_ScoreMV_Top10,CMG,0.05199554801576047,0.1545954822362329,0.54238117,1
2021-01-04,Static_ScoreMV_Top10,INTU,1.7278629845125627e-16,0.0350434918093378,0.5343288,1
2021-01-04,Static_ScoreMV_Top10,KMB,0.24765469487718814,-0.0078709521887173,0.53430676,1
2021-01-04,Static_ScoreMV_Top10,MET,1.5404301696513256e-17,0.0618489886371076,0.53425324,1
2021-01-04,Static_ScoreMV_Top10,MTD,0.01065385564321452,0.0488598817625562,0.5404803,1
2021-01-04,Static_ScoreMV_Top10,NOW,0.17684624687852524,0.1075869488590302,0.5568662,1
2021-01-04,Static_ScoreMV_Top10,NVDA,0.25000000000000006,0.0338010190111337,0.5829636,1
2021-01-04,Static_ScoreMV_Top10,URI,0.012849654585311445,0.0915304961083114,0.55449015,1
2021-02-01,EqualWeight_Top10,AMD,0.1,-0.0402692934202697,0.5643944,1
2021-02-01,EqualWeight_Top10,BRK-B,0.1,0.086778271676702,0.5415582,1
2021-02-01,EqualWeight_Top10,DLTR,0.1,-0.0189371767851579,0.5490628,1
2021-02-01,EqualWeight_Top10,GLW,0.1,0.0858543537354685,0.5430921,1
2021-02-01,EqualWeight_Top10,MET,0.1,0.2278632607803368,0.56120974,1
2021-02-01,EqualWeight_Top10,MTD,0.1,-0.0493301287660841,0.5554261,1
2021-02-01,EqualWeight_Top10,NVDA,0.1,0.0127861138743781,0.61177295,1
2021-02-01,EqualWeight_Top10,PRU,0.1,0.1443010947015763,0.5506846,1
2021-02-01,EqualWeight_Top10,UPS,0.1,0.0392404565911204,0.56113344,1
2021-02-01,EqualWeight_Top10,XEL,0.1,-0.0775726417189217,0.54335755,1
2021-02-01,HMM_MinVar_Top10,AMD,0.006233370413886607,-0.0402692934202697,0.5643944,1
2021-02-01,HMM_MinVar_Top10,BRK-B,0.25,0.086778271676702,0.5415582,1
2021-02-01,HMM_MinVar_Top10,DLTR,0.25,-0.0189371767851579,0.5490628,1
2021-02-01,HMM_MinVar_Top10,GLW,1.0441524491059395e-17,0.0858543537354685,0.5430921,1
2021-02-01,HMM_MinVar_Top10,MET,0.0,0.2278632607803368,0.56120974,1
2021-02-01,HMM_MinVar_Top10,MTD,0.12506744837067146,-0.0493301287660841,0.5554261,1
2021-02-01,HMM_MinVar_Top10,NVDA,0.03672884467220212,0.0127861138743781,0.61177295,1
2021-02-01,HMM_MinVar_Top10,PRU,0.0,0.1443010947015763,0.5506846,1
2021-02-01,HMM_MinVar_Top10,UPS,0.08197033654323985,0.0392404565911204,0.56113344,1
2021-02-01,HMM_MinVar_Top10,XEL,0.25,-0.0775726417189217,0.54335755,1
2021-02-01,HMM_ScoreMV_Top10,AMD,0.0,-0.0402692934202697,0.5643944,1
2021-02-01,HMM_ScoreMV_Top10,BRK-B,5.5468030646825016e-17,0.086778271676702,0.5415582,1
